timestamp,asset,mode,signal,confidence,amount,result,pnl,state_key
2026-05-27 23:32:30,EUR/USD OTC,ftt,BUY,0.5874,1000.0,LOSS,-1000.0000,5BL|15BM|30BM|60BM
2026-05-27 23:32:37,EUR/USD OTC,ftt,BUY,0.5758,1000.0,LOSS,-1000.0000,5BL|15BM|30BM|60BM
2026-05-27 23:32:45,EUR/USD OTC,ftt,BUY,0.5566,1000.0,WIN,820.0000,5BL|15NL|30BM|60BM
2026-05-27 23:32:53,EUR/USD OTC,ftt,BUY,0.5584,1000.0,WIN,820.0000,5NL|15BL|30BM|60BM
2026-05-27 23:33:00,EUR/USD OTC,ftt,BUY,0.6890,1000.0,WIN,820.0000,5NL|15BM|30BL|60BH
2026-05-27 23:33:08,EUR/USD OTC,ftt,BUY,0.6890,1000.0,FAILED,0.0,5NL|15BM|30BL|60BH
2026-05-27 23:38:23,EUR/USD OTC,ftt,BUY,0.8044,1000.0,WIN,820.0000,5NL|15NL|30BL|60BM
2026-05-27 23:38:30,EUR/USD OTC,ftt,BUY,0.8204,1000.0,LOSS,-1000.0000,5NL|15NL|30BM|60BM
2026-05-27 23:38:38,EUR/USD OTC,ftt,BUY,0.8044,1000.0,LOSS,-1000.0000,5NL|15NL|30BL|60BM
2026-05-27 23:38:46,EUR/USD OTC,ftt,BUY,0.8965,1000.0,LOSS,-1000.0000,5NL|15SL|30BL|60BM
2026-05-27 23:38:54,EUR/USD OTC,ftt,BUY,0.7244,1000.0,WIN,820.0000,5NL|15SL|30BL|60BM
2026-05-27 23:46:37,EUR/USD OTC,ftt,SELL,0.8848,1000.0,WIN,820.0000,5NL|15SH|30SL|60NL
2026-05-27 23:49:42,EUR/USD OTC,ftt,SELL,0.8662,1000.0,WIN,820.0000,5SM|15NL|30SH|60NL
2026-05-27 23:49:59,EUR/USD OTC,ftt,SELL,0.8969,1000.0,WIN,820.0000,5SM|15NL|30SH|60NL
2026-05-27 23:50:06,EUR/USD OTC,ftt,SELL,0.9008,1000.0,WIN,820.0000,5SL|15NL|30SH|60NL
2026-05-27 23:52:45,EUR/USD OTC,ftt,SELL,0.6513,1000.0,LOSS,-1000.0000,5SM|15NL|30SM|60NL
2026-05-27 23:52:51,EUR/USD OTC,ftt,SELL,0.6667,1000.0,FAILED,0.0,5SM|15NL|30SM|60NL
