timestamp,asset,mode,signal,confidence,amount,result,pnl,state_key
2026-05-28 18:55:02,EUR/USD OTC,ftt,SELL,0.5188,1000.0,FAILED,0.0,5SL|15SL|30SH|60SM
2026-05-28 18:59:53,EUR/USD OTC,ftt,SELL,0.5397,1000.0,FAILED,0.0,5SM|15SL|30SL|60SL
2026-05-28 18:59:59,EUR/USD OTC,ftt,SELL,0.5512,1000.0,FAILED,0.0,5SM|15SL|30SL|60SL
