timestamp,asset,mode,signal,confidence,amount,result,pnl,state_key
2026-05-29 23:48:37,EUR/USD OTC,ftt,SELL,0.5694,1000.0,LOSS,-1000.0000,5SL|15SL|30SL|60SL
2026-05-29 23:53:13,EUR/USD OTC,ftt,SELL,0.5287,1000.0,WIN,820.0000,5SL|15NL|30NL|60SL
2026-05-29 23:53:20,EUR/USD OTC,ftt,SELL,0.5239,1000.0,LOSS,-1000.0000,5SL|15NL|30NL|60SL
