timestamp,asset,mode,signal,confidence,amount,result,pnl,state_key
2026-05-26 20:33:27,EUR/USD OTC,ftt,SELL,0.5854,200.0,LOSS,-200.0000,5NL|15NL|30SM|60SL
2026-05-26 20:33:34,EUR/USD OTC,ftt,SELL,0.6324,200.0,WIN,164.0000,5NL|15NL|30SM|60SL
2026-05-26 20:33:41,EUR/USD OTC,ftt,SELL,0.5758,200.0,WIN,164.0000,5NL|15NL|30SM|60SL
2026-05-26 20:33:47,EUR/USD OTC,ftt,SELL,0.5838,200.0,LOSS,-200.0000,5SM|15NL|30SM|60SL
2026-05-26 20:33:54,EUR/USD OTC,ftt,SELL,0.6324,200.0,LOSS,-200.0000,5SL|15NL|30SM|60SL
2026-05-26 20:34:01,EUR/USD OTC,ftt,SELL,0.5610,200.0,LOSS,-200.0000,5SL|15NL|30SM|60SL
2026-05-26 20:34:08,EUR/USD OTC,ftt,SELL,0.6324,200.0,LOSS,-200.0000,5SL|15NL|30SM|60SL
2026-05-26 20:34:15,EUR/USD OTC,ftt,SELL,0.5758,200.0,LOSS,-200.0000,5NL|15NL|30SM|60SL
2026-05-26 20:34:22,EUR/USD OTC,ftt,SELL,0.6324,200.0,LOSS,-200.0000,5SL|15NL|30SM|60SL
2026-05-26 20:34:29,EUR/USD OTC,ftt,SELL,0.5758,200.0,LOSS,-200.0000,5NL|15NL|30SM|60SL
2026-05-26 20:34:35,EUR/USD OTC,ftt,SELL,0.6232,200.0,WIN,164.0000,5NL|15NL|30SL|60SL
2026-05-26 20:34:42,EUR/USD OTC,ftt,SELL,0.5742,200.0,WIN,164.0000,5SM|15NL|30SL|60SL
2026-05-26 20:34:49,EUR/USD OTC,ftt,SELL,0.5758,200.0,LOSS,-200.0000,5NL|15NL|30SM|60SL
2026-05-26 20:34:56,EUR/USD OTC,ftt,SELL,0.6432,200.0,LOSS,-200.0000,5NL|15NL|30SL|60SL
2026-05-26 20:35:03,EUR/USD OTC,ftt,SELL,0.6432,200.0,LOSS,-200.0000,5NL|15NL|30SL|60SL
2026-05-26 20:35:10,EUR/USD OTC,ftt,SELL,0.6056,200.0,LOSS,-200.0000,5NL|15NL|30SL|60SL
2026-05-26 20:35:17,EUR/USD OTC,ftt,SELL,0.6592,200.0,WIN,164.0000,5SM|15NL|30SL|60SM
2026-05-26 20:35:23,EUR/USD OTC,ftt,SELL,0.6639,200.0,WIN,164.0000,5NL|15NL|30SL|60SM
2026-05-26 20:35:30,EUR/USD OTC,ftt,SELL,0.6874,200.0,WIN,164.0000,5NL|15NL|30SM|60SM
2026-05-26 20:35:37,EUR/USD OTC,ftt,SELL,0.9594,200.0,WIN,164.0000,5BL|15NL|30SM|60SM
2026-05-26 20:35:44,EUR/USD OTC,ftt,SELL,0.9594,200.0,WIN,164.0000,5BL|15NL|30SM|60SM
